"","CountryName","SurveyId","Sex","Reference_period","tips","est","ci_l","ci_u"
"PE2007DHS.3","Peru","PE2007DHS","Males",1998-04-01,"7-13",0.0807305936531263,0.0703373062933399,0.0910076878786993
"PE2007DHS.4","Peru","PE2007DHS","Females",1998-04-01,"7-13",0.0591619959837738,0.0503815628999841,0.0678612427698603
"PE2007DHS.5","Peru","PE2007DHS","Males",2005-04-01,"0-6",0.0684149373494062,0.0625202849618307,0.0742725255464579
"PE2007DHS.6","Peru","PE2007DHS","Females",2005-04-01,"0-6",0.0466680404196175,0.0411347914630735,0.0521693590863329
"PG2017DHS.1","Papua New Guinea","PG2017DHS","Males",2001-06-01,"14-20",0.0976515216144561,0.0491712798693629,0.143659884050582
"PG2017DHS.2","Papua New Guinea","PG2017DHS","Females",2001-06-01,"14-20",0.0607550519883175,0.0410891184241839,0.0800176645031444
"PG2017DHS.3","Papua New Guinea","PG2017DHS","Males",2008-05-31,"7-13",0.100792745086345,0.0807491468448139,0.1203993072032
"PG2017DHS.4","Papua New Guinea","PG2017DHS","Females",2008-05-31,"7-13",0.131464595404497,0.0282324560799867,0.223730249321884
"PG2017DHS.5","Papua New Guinea","PG2017DHS","Males",2015-06-01,"0-6",0.106733307075589,0.09149766820477,0.121713443364106
"PG2017DHS.6","Papua New Guinea","PG2017DHS","Females",2015-06-01,"0-6",0.0921476962319131,0.0772956406125284,0.106760689844191
"PH1993DHS.1","Philippines","PH1993DHS","Males",1975-10-31,"14-20",0.107929137416028,0.0781469603958941,0.136749145814968
"PH1993DHS.2","Philippines","PH1993DHS","Females",1975-10-31,"14-20",0.0640796842217926,0.0384832049716086,0.0889947611778171
"PH1993DHS.3","Philippines","PH1993DHS","Males",1982-10-30,"7-13",0.1025049157851,0.0880245083125164,0.116755402385377
"PH1993DHS.4","Philippines","PH1993DHS","Females",1982-10-30,"7-13",0.0566732148779422,0.0448115413310186,0.0683875883836468
"PH1993DHS.5","Philippines","PH1993DHS","Males",1989-10-30,"0-6",0.132235665905009,0.120395725887437,0.143916234050768
"PH1993DHS.6","Philippines","PH1993DHS","Females",1989-10-30,"0-6",0.0667253680674711,0.0582875812129214,0.0750875519613052
"PH1998DHS.1","Philippines","PH1998DHS","Males",1980-09-30,"14-20",0.126257480795229,0.0947384105203405,0.156679131492685
"PH1998DHS.2","Philippines","PH1998DHS","Females",1980-09-30,"14-20",0.0657558377294355,0.0407760010848489,0.0900851566226981
"PH1998DHS.3","Philippines","PH1998DHS","Males",1987-09-30,"7-13",0.113221692685321,0.0963491329721627,0.129779215605332
"PH1998DHS.4","Philippines","PH1998DHS","Females",1987-09-30,"7-13",0.0639939985435576,0.0506476033130243,0.0771527645372857
"PH1998DHS.5","Philippines","PH1998DHS","Males",1994-09-30,"0-6",0.129251979037468,0.116366500546739,0.141949556598641
"PH1998DHS.6","Philippines","PH1998DHS","Females",1994-09-30,"0-6",0.0689450512896115,0.0590510177059962,0.0787350495829019
"RW2000DHS.1","Rwanda","RW2000DHS","Males",1983-01-31,"14-20",0.190544963790394,0.0777379538682005,0.289553919741961
"RW2000DHS.2","Rwanda","RW2000DHS","Females",1983-01-31,"14-20",0.129247104418842,0.0867227035858793,0.169791466250175
"RW2000DHS.3","Rwanda","RW2000DHS","Males",1990-01-30,"7-13",0.258427689499968,0.229469323146385,0.286297731913882
"RW2000DHS.4","Rwanda","RW2000DHS","Females",1990-01-30,"7-13",0.245961643251823,0.211522943241101,0.278896147232664
"RW2000DHS.5","Rwanda","RW2000DHS","Males",1997-01-30,"0-6",0.73806698913621,0.713658614143259,0.760394740093575
"RW2000DHS.6","Rwanda","RW2000DHS","Females",1997-01-30,"0-6",0.547645587259642,0.520144098682417,0.573570911259363
"RW2005DHS.1","Rwanda","RW2005DHS","Males",1987-12-31,"14-20",0.294968124925601,0.232003430387576,0.352770618335218
"RW2005DHS.2","Rwanda","RW2005DHS","Females",1987-12-31,"14-20",0.226965387445622,0.180930556600814,0.270412884984337
"RW2005DHS.3","Rwanda","RW2005DHS","Males",1994-12-30,"7-13",0.761959323635445,0.734624569088682,0.786478486687676
"RW2005DHS.4","Rwanda","RW2005DHS","Females",1994-12-30,"7-13",0.579361805585527,0.545002463242007,0.611126486835513
"RW2005DHS.5","Rwanda","RW2005DHS","Males",2001-12-30,"0-6",0.281103328390762,0.260875261923351,0.300777801327973
"RW2005DHS.6","Rwanda","RW2005DHS","Females",2001-12-30,"0-6",0.248516579365464,0.230147681957621,0.266447189605661
"RW2010DHS.1","Rwanda","RW2010DHS","Males",1993-08-30,"14-20",0.756801231719807,0.721402201872349,0.787702410821269
"RW2010DHS.2","Rwanda","RW2010DHS","Females",1993-08-30,"14-20",0.560509468645354,0.513798579088381,0.60273269710271
"RW2010DHS.3","Rwanda","RW2010DHS","Males",2000-08-29,"7-13",0.289694282260239,0.259536861254807,0.318623458409026
"RW2010DHS.4","Rwanda","RW2010DHS","Females",2000-08-29,"7-13",0.228994901846665,0.207879803680848,0.249547146833603
"RW2010DHS.5","Rwanda","RW2010DHS","Males",2007-08-30,"0-6",0.155295096617947,0.139694674461813,0.170612627149184
"RW2010DHS.6","Rwanda","RW2010DHS","Females",2007-08-30,"0-6",0.124200632226886,0.112432365086312,0.135812863809104
"RW2015DHS.1","Rwanda","RW2015DHS","Males",1997-09-30,"14-20",0.661463029472454,0.621177938208214,0.697464081495442
"RW2015DHS.2","Rwanda","RW2015DHS","Females",1997-09-30,"14-20",0.419307657783466,0.378333928042089,0.457580827522217
"RW2015DHS.3","Rwanda","RW2015DHS","Males",2004-09-29,"7-13",0.153620099569603,0.132957841329348,0.173789960858549
"RW2015DHS.4","Rwanda","RW2015DHS","Females",2004-09-29,"7-13",0.132006528198959,0.113613694628293,0.150017703879936
"RW2015DHS.5","Rwanda","RW2015DHS","Males",2011-09-30,"0-6",0.123602894118754,0.108784794772673,0.138174615186118
"RW2015DHS.6","Rwanda","RW2015DHS","Females",2011-09-30,"0-6",0.0875576134872282,0.0756270643754612,0.0993341792913685
"RW2019DHS.1","Rwanda","RW2019DHS","Males",2002-12-31,"14-20",0.206474964244016,0.163444893163169,0.247291687988758
"RW2019DHS.2","Rwanda","RW2019DHS","Females",2002-12-31,"14-20",0.167455140156389,0.137615687454023,0.196262114734301
"RW2019DHS.3","Rwanda","RW2019DHS","Males",2009-12-30,"7-13",0.119288084417463,0.0983684490067144,0.139722342907633
"RW2019DHS.4","Rwanda","RW2019DHS","Females",2009-12-30,"7-13",0.0937738074386389,0.0768953566094558,0.110343645257983
"RW2019DHS.5","Rwanda","RW2019DHS","Males",2016-12-30,"0-6",0.120599368328589,0.105606102611413,0.135341292866535
"RW2019DHS.6","Rwanda","RW2019DHS","Females",2016-12-30,"0-6",0.0739264449291673,0.0640820572502876,0.0836672851020688
"SL2008DHS.1","Sierra Leone","SL2008DHS","Males",1990-12-01,"14-20",0.142065992568965,0.100694182268523,0.18153452741651
"SL2008DHS.2","Sierra Leone","SL2008DHS","Females",1990-12-01,"14-20",0.0720791545025097,0.0477835163617419,0.0957548936572697
"SL2008DHS.3","Sierra Leone","SL2008DHS","Males",1997-11-30,"7-13",0.176651747251882,0.130596897985682,0.220266935173399
"SL2008DHS.4","Sierra Leone","SL2008DHS","Females",1997-11-30,"7-13",0.188198381699219,0.119180388162953,0.251808362780089
"SL2008DHS.5","Sierra Leone","SL2008DHS","Males",2004-11-30,"0-6",0.217714089525533,0.187669804379532,0.246647177433268
"SL2008DHS.6","Sierra Leone","SL2008DHS","Females",2004-11-30,"0-6",0.185896501916503,0.15794086977811,0.212924031335967
"SL2013DHS.1","Sierra Leone","SL2013DHS","Males",1996-04-01,"14-20",0.124179078916531,0.0852458463564123,0.161455257948614
"SL2013DHS.2","Sierra Leone","SL2013DHS","Females",1996-04-01,"14-20",0.180620859655744,0.131617183636359,0.226859211191317
"SL2013DHS.3","Sierra Leone","SL2013DHS","Males",2003-04-01,"7-13",0.165603886658724,0.134392721696046,0.195689671968592
"SL2013DHS.4","Sierra Leone","SL2013DHS","Females",2003-04-01,"7-13",0.148628458494322,0.124759691656372,0.171846297781365
"SL2013DHS.5","Sierra Leone","SL2013DHS","Males",2010-04-01,"0-6",0.175724612667004,0.157545578198759,0.193511367997475
"SL2013DHS.6","Sierra Leone","SL2013DHS","Females",2010-04-01,"0-6",0.181414635451309,0.162653779703558,0.199755151678971
"SL2019DHS.1","Sierra Leone","SL2019DHS","Males",2002-01-30,"14-20",0.134635729422882,0.0892117295260366,0.177794285381198
"SL2019DHS.2","Sierra Leone","SL2019DHS","Females",2002-01-30,"14-20",0.124462245005243,0.0809432082708419,0.165920574963594
"SL2019DHS.3","Sierra Leone","SL2019DHS","Males",2009-01-29,"7-13",0.16379800165911,0.135605076851711,0.191071391902028
"SL2019DHS.4","Sierra Leone","SL2019DHS","Females",2009-01-29,"7-13",0.131768523662467,0.105939721033906,0.15685114948291
"SL2019DHS.5","Sierra Leone","SL2019DHS","Males",2016-01-30,"0-6",0.197959909311846,0.178715083119823,0.216753779535302
"SL2019DHS.6","Sierra Leone","SL2019DHS","Females",2016-01-30,"0-6",0.16808678845047,0.148541256363134,0.187183646039562
"SN1993DHS.1","Senegal","SN1993DHS","Males",1976-01-31,"14-20",0.173716137033142,0.0994235042943568,0.241880034116957
"SN1993DHS.2","Senegal","SN1993DHS","Females",1976-01-31,"14-20",0.184801957917618,0.0817637068049857,0.276277955097324
"SN1993DHS.3","Senegal","SN1993DHS","Males",1983-01-30,"7-13",0.129518713585738,0.0889559659898946,0.168275471096468
"SN1993DHS.4","Senegal","SN1993DHS","Females",1983-01-30,"7-13",0.141007004372663,0.0981782286692093,0.181801781689108
"SN1993DHS.5","Senegal","SN1993DHS","Males",1990-01-30,"0-6",0.126871612882514,0.104014248387915,0.149145866417259
"SN1993DHS.6","Senegal","SN1993DHS","Females",1990-01-30,"0-6",0.11111131158315,0.0913116993922672,0.130479505604957
"SN2005DHS.1","Senegal","SN2005DHS","Males",1987-10-31,"14-20",0.152855612891185,0.0687840365389909,0.22933708101105
"SN2005DHS.2","Senegal","SN2005DHS","Females",1987-10-31,"14-20",0.128994562064829,0.0763378477546113,0.178649389207527
"SN2005DHS.3","Senegal","SN2005DHS","Males",1994-10-30,"7-13",0.112598364105436,0.087124433205392,0.137361441106981
"SN2005DHS.4","Senegal","SN2005DHS","Females",1994-10-30,"7-13",0.0943170373853848,0.0722085052153532,0.115898740847177
"SN2005DHS.5","Senegal","SN2005DHS","Males",2001-10-30,"0-6",0.128182938730884,0.111645806628846,0.144412224322824
"SN2005DHS.6","Senegal","SN2005DHS","Females",2001-10-30,"0-6",0.11414905760535,0.0979199941636618,0.130086148607243
"SN2010DHS.1","Senegal","SN2010DHS","Males",1993-09-30,"14-20",0.118995598072019,0.0867150086239761,0.150135211302394
"SN2010DHS.2","Senegal","SN2010DHS","Females",1993-09-30,"14-20",0.179416227009102,0.0744143462087938,0.272506303724675
"SN2010DHS.3","Senegal","SN2010DHS","Males",2000-09-29,"7-13",0.130603690551834,0.103623451382487,0.15677184543946
"SN2010DHS.4","Senegal","SN2010DHS","Females",2000-09-29,"7-13",0.112379583896072,0.0753162777985263,0.147957313221909
"SN2010DHS.5","Senegal","SN2010DHS","Males",2007-09-30,"0-6",0.114728203947973,0.100044866476309,0.129171973477552
"SN2010DHS.6","Senegal","SN2010DHS","Females",2007-09-30,"0-6",0.114412455617828,0.0958133910572327,0.132628938530888
"SN2017DHS.1","Senegal","SN2017DHS","Males",2000-06-01,"14-20",0.120431659143716,0.0886570300689529,0.151098442888947
"SN2017DHS.2","Senegal","SN2017DHS","Females",2000-06-01,"14-20",0.133166026720205,0.0820869248021631,0.181402730242091
"SN2017DHS.3","Senegal","SN2017DHS","Males",2007-06-01,"7-13",0.104893792394295,0.0821186073689645,0.12710386186428
"SN2017DHS.4","Senegal","SN2017DHS","Females",2007-06-01,"7-13",0.0675318964798947,0.0537679228537776,0.0810956581553115
"SN2017DHS.5","Senegal","SN2017DHS","Males",2014-06-01,"0-6",0.0735471359041667,0.0625682451926014,0.0843974454783444
"SN2017DHS.6","Senegal","SN2017DHS","Females",2014-06-01,"0-6",0.0588891928137655,0.0497041773770652,0.0679854311490999
"ST2008DHS.1","Sao Tome and Principe","ST2008DHS","Males",1991-07-03,"14-20",0.116843727325133,0.0376318669624405,0.189535713840472
"ST2008DHS.2","Sao Tome and Principe","ST2008DHS","Females",1991-07-03,"14-20",0.0839029439075789,0.0233231162682667,0.140725218175927
"ST2008DHS.3","Sao Tome and Principe","ST2008DHS","Males",1998-07-02,"7-13",0.116518402514305,0.069654408238945,0.161021732130328
"ST2008DHS.4","Sao Tome and Principe","ST2008DHS","Females",1998-07-02,"7-13",0.081301958896089,0.0534380403400473,0.108345648042556
"ST2008DHS.5","Sao Tome and Principe","ST2008DHS","Males",2005-07-02,"0-6",0.150493511505682,0.117613360390078,0.182148457831397
"ST2008DHS.6","Sao Tome and Principe","ST2008DHS","Females",2005-07-02,"0-6",0.101598424376665,0.068937956452557,0.133113204779287
"SZ2006DHS.1","Eswatini","SZ2006DHS","Males",1989-08-02,"14-20",0.146560139214063,0.102543023424885,0.188418369916859
"SZ2006DHS.2","Eswatini","SZ2006DHS","Females",1989-08-02,"14-20",0.0717799384734897,0.0446134389367915,0.0981739562450519
"SZ2006DHS.3","Eswatini","SZ2006DHS","Males",1996-08-01,"7-13",0.254155806079356,0.207856548548927,0.297748961269428
"SZ2006DHS.4","Eswatini","SZ2006DHS","Females",1996-08-01,"7-13",0.170579464395787,0.138601981953873,0.20136985403983
"SZ2006DHS.5","Eswatini","SZ2006DHS","Males",2003-08-02,"0-6",0.493692978168082,0.460350116185794,0.524975714727359
"SZ2006DHS.6","Eswatini","SZ2006DHS","Females",2003-08-02,"0-6",0.446705215443863,0.416963251279548,0.474929977760623
"TD1997DHS.1","Chad","TD1997DHS","Males",1979-12-31,"14-20",0.14565385813662,0.0969037764115289,0.191772359299056
"TD1997DHS.2","Chad","TD1997DHS","Females",1979-12-31,"14-20",0.149610668734324,0.10334449735783,0.19348957029813
"TD1997DHS.3","Chad","TD1997DHS","Males",1986-12-30,"7-13",0.160126355307497,0.11397093681567,0.203877425291275
"TD1997DHS.4","Chad","TD1997DHS","Females",1986-12-30,"7-13",0.0955329967283742,0.0715127899113043,0.118931794516579
"TD1997DHS.5","Chad","TD1997DHS","Males",1993-12-30,"0-6",0.164026306447518,0.137004972942114,0.190201571966992
"TD1997DHS.6","Chad","TD1997DHS","Females",1993-12-30,"0-6",0.163999330174441,0.14220554789612,0.185239402942483
"TD2004DHS.1","Chad","TD2004DHS","Males",1987-06-02,"14-20",0.248072266475761,0.0187328185583038,0.423811040320121
"TD2004DHS.2","Chad","TD2004DHS","Females",1987-06-02,"14-20",0.119220653245946,0.084635251695916,0.152499307947146
"TD2004DHS.3","Chad","TD2004DHS","Males",1994-06-01,"7-13",0.187747164100129,0.132628382483831,0.239363317747616
"TD2004DHS.4","Chad","TD2004DHS","Females",1994-06-01,"7-13",0.156604335146116,0.118594750140814,0.192974800628921
"TD2004DHS.5","Chad","TD2004DHS","Males",2001-06-01,"0-6",0.180611166707143,0.155615825551156,0.204866599302062
"TD2004DHS.6","Chad","TD2004DHS","Females",2001-06-01,"0-6",0.196106799088271,0.164970607446601,0.226081998747393
"TD2014DHS.1","Chad","TD2014DHS","Males",1997-09-30,"14-20",0.1537493939792,0.105506595304251,0.199390309161465
"TD2014DHS.2","Chad","TD2014DHS","Females",1997-09-30,"14-20",0.122389218079786,0.0961166668110833,0.147898123283977
"TD2014DHS.3","Chad","TD2014DHS","Males",2004-09-29,"7-13",0.174552636799928,0.142697268669257,0.205224333816937
"TD2014DHS.4","Chad","TD2014DHS","Females",2004-09-29,"7-13",0.166995758648796,0.137895292845069,0.195113934130982
"TD2014DHS.5","Chad","TD2014DHS","Males",2011-09-30,"0-6",0.188534992567468,0.169165759420354,0.207452670910526
"TD2014DHS.6","Chad","TD2014DHS","Females",2011-09-30,"0-6",0.163195112263976,0.145861641923502,0.180176825548696
"TG1998DHS.1","Togo","TG1998DHS","Males",1980-10-30,"14-20",0.149173890157106,0.0747443041266859,0.217616197966633
"TG1998DHS.2","Togo","TG1998DHS","Females",1980-10-30,"14-20",0.139151054288157,0.0796532781312718,0.194802469846912
"TG1998DHS.3","Togo","TG1998DHS","Males",1987-10-30,"7-13",0.118947119527626,0.0878207241706715,0.149011385417721
"TG1998DHS.4","Togo","TG1998DHS","Females",1987-10-30,"7-13",0.0922654351980101,0.0693778234878966,0.114590151693488
"TG1998DHS.5","Togo","TG1998DHS","Males",1994-10-30,"0-6",0.157957786325209,0.136331775284977,0.179042288091245
"TG1998DHS.6","Togo","TG1998DHS","Females",1994-10-30,"0-6",0.132180023281828,0.112498917571637,0.151424683415055
"TG2013DHS.1","Togo","TG2013DHS","Males",1996-09-30,"14-20",0.217458715286542,0.148383166342675,0.280931472841934
"TG2013DHS.2","Togo","TG2013DHS","Females",1996-09-30,"14-20",0.146142474257295,0.0991072685979927,0.190721992913806
"TG2013DHS.3","Togo","TG2013DHS","Males",2003-09-30,"7-13",0.174186760167708,0.146367571958355,0.201099343605259
"TG2013DHS.4","Togo","TG2013DHS","Females",2003-09-30,"7-13",0.177016408462714,0.151232413430288,0.202017133245014
"TG2013DHS.5","Togo","TG2013DHS","Males",2010-09-30,"0-6",0.175666495300713,0.15739227302606,0.19354439175369
"TG2013DHS.6","Togo","TG2013DHS","Females",2010-09-30,"0-6",0.170168560150038,0.151905689786438,0.188038157701994
"TL2009DHS.1","Timor-Leste","TL2009DHS","Males",1992-08-02,"14-20",0.096668320307761,0.0559611824233547,0.135620158469436
"TL2009DHS.2","Timor-Leste","TL2009DHS","Females",1992-08-02,"14-20",0.136500516510463,0.0817887956386089,0.187952233162654
"TL2009DHS.3","Timor-Leste","TL2009DHS","Males",1999-08-02,"7-13",0.096401647727319,0.0765635589935714,0.115813556870212
"TL2009DHS.4","Timor-Leste","TL2009DHS","Females",1999-08-02,"7-13",0.104975881181617,0.0827794073096814,0.126635206785979
"TL2009DHS.5","Timor-Leste","TL2009DHS","Males",2006-08-02,"0-6",0.0756923539501012,0.0630623490960476,0.0881521051886026
"TL2009DHS.6","Timor-Leste","TL2009DHS","Females",2006-08-02,"0-6",0.0857761232169069,0.0707584656788677,0.100551077400006
"TL2016DHS.1","Timor-Leste","TL2016DHS","Males",1999-06-02,"14-20",0.0672828657086254,0.0435215721886707,0.0904538698364467
"TL2016DHS.2","Timor-Leste","TL2016DHS","Females",1999-06-02,"14-20",0.0750785771419126,0.0301959129357563,0.11788406558328
"TL2016DHS.3","Timor-Leste","TL2016DHS","Males",2006-06-01,"7-13",0.0830530097750357,0.055859550766337,0.109463233393854
"TL2016DHS.4","Timor-Leste","TL2016DHS","Females",2006-06-01,"7-13",0.0526524073684279,0.0376470689890646,0.0674237773432449
"TL2016DHS.5","Timor-Leste","TL2016DHS","Males",2013-06-01,"0-6",0.103191185022138,0.0800467920011154,0.125753306114921
"TL2016DHS.6","Timor-Leste","TL2016DHS","Females",2013-06-01,"0-6",0.083274366028752,0.0661118987858695,0.100121431157098
"TZ1996DHS.1","Tanzania","TZ1996DHS","Males",1979-05-03,"14-20",0.151388475186608,0.0800052994437664,0.217232969265248
"TZ1996DHS.2","Tanzania","TZ1996DHS","Females",1979-05-03,"14-20",0.115837398447562,0.0549106083304868,0.172836439732949
"TZ1996DHS.3","Tanzania","TZ1996DHS","Males",1986-05-02,"7-13",0.109728243976115,0.0809481684725074,0.137607072436217
"TZ1996DHS.4","Tanzania","TZ1996DHS","Females",1986-05-02,"7-13",0.0864400295552905,0.0616073058997929,0.110615603844614
"TZ1996DHS.5","Tanzania","TZ1996DHS","Males",1993-05-02,"0-6",0.214339301791765,0.190687710166183,0.237299692019011
"TZ1996DHS.6","Tanzania","TZ1996DHS","Females",1993-05-02,"0-6",0.163148348781544,0.142101987191443,0.183678391031154
"TZ2004DHS.1","Tanzania","TZ2004DHS","Males",1987-08-03,"14-20",0.177367830474521,0.110093364080618,0.239556534333449
"TZ2004DHS.2","Tanzania","TZ2004DHS","Females",1987-08-03,"14-20",0.180422063931523,0.119055567726461,0.237513776485628
"TZ2004DHS.3","Tanzania","TZ2004DHS","Males",1994-08-02,"7-13",0.213333657944058,0.174404182665404,0.250427484332964
"TZ2004DHS.4","Tanzania","TZ2004DHS","Females",1994-08-02,"7-13",0.179542541222556,0.149021048577143,0.208969339913733
"TZ2004DHS.5","Tanzania","TZ2004DHS","Males",2001-08-02,"0-6",0.241811841973671,0.219050067787234,0.263910195442922
"TZ2004DHS.6","Tanzania","TZ2004DHS","Females",2001-08-02,"0-6",0.236231498315642,0.215470079669972,0.256443496865264
"TZ2010DHS.1","Tanzania","TZ2010DHS","Males",1992-10-30,"14-20",0.216505929960428,0.157536867236957,0.271347393239778
"TZ2010DHS.2","Tanzania","TZ2010DHS","Females",1992-10-30,"14-20",0.128506680611989,0.0761824592198063,0.17786730364904
"TZ2010DHS.3","Tanzania","TZ2010DHS","Males",1999-10-30,"7-13",0.183251424760333,0.151407323634322,0.213900551189099
"TZ2010DHS.4","Tanzania","TZ2010DHS","Females",1999-10-30,"7-13",0.208813606122005,0.169312168236396,0.246436644523035
"TZ2010DHS.5","Tanzania","TZ2010DHS","Males",2006-10-30,"0-6",0.19500826878982,0.171690316043555,0.217669792025712
"TZ2010DHS.6","Tanzania","TZ2010DHS","Females",2006-10-30,"0-6",0.195790785203432,0.173684516609859,0.217305648793766
"TZ2015DHS.1","Tanzania","TZ2015DHS","Males",1998-08-02,"14-20",0.253111652377654,0.194584280555253,0.307385999122771
"TZ2015DHS.2","Tanzania","TZ2015DHS","Females",1998-08-02,"14-20",0.218825917059626,0.169973166581055,0.264803349375902
"TZ2015DHS.3","Tanzania","TZ2015DHS","Males",2005-08-01,"7-13",0.167164006669665,0.144785284488853,0.188957136487106
"TZ2015DHS.4","Tanzania","TZ2015DHS","Females",2005-08-01,"7-13",0.199327325909466,0.170161415270886,0.227468157262711
"TZ2015DHS.5","Tanzania","TZ2015DHS","Males",2012-08-01,"0-6",0.181072741393595,0.163124510294865,0.198636041874166
"TZ2015DHS.6","Tanzania","TZ2015DHS","Females",2012-08-01,"0-6",0.172643219101306,0.154856047710017,0.190056035963705
"TZ2022DHS.1","Tanzania","TZ2022DHS","Males",2004-12-30,"14-20",0.197291320864401,0.15090222320752,0.241146024438249
"TZ2022DHS.2","Tanzania","TZ2022DHS","Females",2004-12-30,"14-20",0.13764164603463,0.106410418356949,0.167781332805509
"TZ2022DHS.3","Tanzania","TZ2022DHS","Males",2011-12-30,"7-13",0.117733479342616,0.0985691689430002,0.136490358821922
"TZ2022DHS.4","Tanzania","TZ2022DHS","Females",2011-12-30,"7-13",0.113991471967696,0.095976128097946,0.13164780693864
"TZ2022DHS.5","Tanzania","TZ2022DHS","Males",2018-12-30,"0-6",0.137300314918575,0.121506951910233,0.152809748172829
"TZ2022DHS.6","Tanzania","TZ2022DHS","Females",2018-12-30,"0-6",0.109518817109148,0.0960433926245742,0.122793361304163
"UG1995DHS.1","Uganda","UG1995DHS","Males",1978-01-30,"14-20",0.141209568284502,0.101407393822666,0.179248749059321
"UG1995DHS.2","Uganda","UG1995DHS","Females",1978-01-30,"14-20",0.145218428671451,0.0823955989364097,0.203740158791731
"UG1995DHS.3","Uganda","UG1995DHS","Males",1985-01-29,"7-13",0.221123367793699,0.175214600597051,0.264476785553947
"UG1995DHS.4","Uganda","UG1995DHS","Females",1985-01-29,"7-13",0.126380669780578,0.0956704618870752,0.156047986969847
"UG1995DHS.5","Uganda","UG1995DHS","Males",1992-01-30,"0-6",0.36489730162538,0.327822660934806,0.399927051924013
"UG1995DHS.6","Uganda","UG1995DHS","Females",1992-01-30,"0-6",0.307038436503895,0.273284736708392,0.339224380250454
"UG2000DHS.1","Uganda","UG2000DHS","Males",1983-08-31,"14-20",0.222542228356093,0.156849351162042,0.283116738956962
"UG2000DHS.2","Uganda","UG2000DHS","Females",1983-08-31,"14-20",0.176620682862938,0.0777584259850381,0.264885124471632
"UG2000DHS.3","Uganda","UG2000DHS","Males",1990-08-30,"7-13",0.246948913191139,0.209050167987453,0.283031721618709
"UG2000DHS.4","Uganda","UG2000DHS","Females",1990-08-30,"7-13",0.222566402686008,0.181550986518937,0.261526389210367
"UG2000DHS.5","Uganda","UG2000DHS","Males",1997-08-30,"0-6",0.36548166034034,0.332415747002362,0.396909795944698
"UG2000DHS.6","Uganda","UG2000DHS","Females",1997-08-30,"0-6",0.302743772615892,0.276118185597299,0.328390025895221
"UG2006DHS.1","Uganda","UG2006DHS","Males",1989-04-01,"14-20",0.327418968201614,0.27264318465061,0.378069697308486
"UG2006DHS.2","Uganda","UG2006DHS","Females",1989-04-01,"14-20",0.242984109692012,0.186081091093583,0.295908902093482
"UG2006DHS.3","Uganda","UG2006DHS","Males",1996-03-31,"7-13",0.319952902173034,0.283679404461034,0.354389559447307
"UG2006DHS.4","Uganda","UG2006DHS","Females",1996-03-31,"7-13",0.290766876716035,0.255847573126481,0.324047594285918
"UG2006DHS.5","Uganda","UG2006DHS","Males",2003-04-01,"0-6",0.351966652213604,0.323982775368604,0.378792130522675
"UG2006DHS.6","Uganda","UG2006DHS","Females",2003-04-01,"0-6",0.294990747168865,0.269257322270521,0.319817958187576
"UG2011DHS.1","Uganda","UG2011DHS","Males",1994-06-01,"14-20",0.354698402155003,0.281921435446068,0.420099453268068
"UG2011DHS.2","Uganda","UG2011DHS","Females",1994-06-01,"14-20",0.269749995944483,0.215396594287294,0.320338065651546
"UG2011DHS.3","Uganda","UG2011DHS","Males",2001-05-31,"7-13",0.295588687228197,0.256369703085815,0.332739266245688
"UG2011DHS.4","Uganda","UG2011DHS","Females",2001-05-31,"7-13",0.277807553567167,0.245453827690895,0.308774003731902
"UG2011DHS.5","Uganda","UG2011DHS","Males",2008-05-31,"0-6",0.252803146929457,0.22482424095804,0.279772192659212
"UG2011DHS.6","Uganda","UG2011DHS","Females",2008-05-31,"0-6",0.206231641490892,0.182220942474092,0.229537365659082
"UG2016DHS.1","Uganda","UG2016DHS","Males",1999-06-02,"14-20",0.36719571158109,0.317036018580171,0.413671469747384
"UG2016DHS.2","Uganda","UG2016DHS","Females",1999-06-02,"14-20",0.251366338888031,0.214560735218462,0.286447235731467
"UG2016DHS.3","Uganda","UG2016DHS","Males",2006-06-01,"7-13",0.238769242581151,0.215261997534608,0.26157231557544
"UG2016DHS.4","Uganda","UG2016DHS","Females",2006-06-01,"7-13",0.194276739812844,0.17485196417126,0.213244237617796
"UG2016DHS.5","Uganda","UG2016DHS","Males",2013-06-01,"0-6",0.222574803806593,0.206267110222956,0.238547446552041
"UG2016DHS.6","Uganda","UG2016DHS","Females",2013-06-01,"0-6",0.144241666411423,0.13026394918462,0.157994744704737
"ZA1998DHS.1","South Africa","ZA1998DHS","Males",1981-03-02,"14-20",0.183196871481554,0.13126225112729,0.232026751890027
"ZA1998DHS.2","South Africa","ZA1998DHS","Females",1981-03-02,"14-20",0.0916767679887973,0.0500927308351163,0.131440383084314
"ZA1998DHS.3","South Africa","ZA1998DHS","Males",1988-03-01,"7-13",0.143206956500991,0.117463904051068,0.168199099438565
"ZA1998DHS.4","South Africa","ZA1998DHS","Females",1988-03-01,"7-13",0.0753978604959882,0.0580870068559388,0.0923905683455787
"ZA1998DHS.5","South Africa","ZA1998DHS","Males",1995-03-02,"0-6",0.212431630893406,0.189526283238893,0.234689634975482
"ZA1998DHS.6","South Africa","ZA1998DHS","Females",1995-03-02,"0-6",0.102904856663467,0.0887949948040418,0.116796229598275
"ZA2016DHS.1","South Africa","ZA2016DHS","Males",1999-05-03,"14-20",0.255141063139451,0.180411624786834,0.323056728718576
